Year,Box_Office_Rank,Name,   Worldwide   ,   Domestic   ,   Foreign   
2014,62,Sex Tape," $126,069,509.00 "," $38,543,473.00 "," $87,526,036.00 "
2014,63,The Theory of Everything," $123,726,688.00 "," $35,893,537.00 "," $87,833,151.00 "
2014,64,The Nut Job," $120,885,527.00 "," $64,251,541.00 "," $56,633,986.00 "
2014,65,Pompeii," $117,831,631.00 "," $23,219,748.00 "," $94,611,883.00 "
2014,66,Seventh Son," $114,178,613.00 "," $17,223,265.00 "," $96,955,348.00 "
2014,67,The Purge: Anarchy," $111,928,365.00 "," $71,962,800.00 "," $39,965,565.00 "
2014,68,"Dad, Where Are We Going?"," $111,870,000.00 ",," $111,870,000.00 "
2014,69,The Boxtrolls," $108,255,770.00 "," $50,837,305.00 "," $57,418,465.00 "
2014,70,Horrible Bosses 2," $107,645,357.00 "," $54,445,357.00 "," $53,200,000.00 "
2014,71,The Breakup Guru," $106,980,263.00 "," $208,959.00 "," $106,771,304.00 "
2014,72,Ouija," $103,590,271.00 "," $50,856,010.00 "," $52,734,261.00 "
2014,73,Birdman or (The Unexpected Virtue of Ignorance)," $103,215,094.00 "," $42,340,598.00 "," $60,874,496.00 "
2014,74,Transcendence," $103,039,258.00 "," $23,022,309.00 "," $80,016,949.00 "
2014,75,Heaven Is for Real," $101,888,019.00 "," $91,443,253.00 "," $10,444,766.00 "
2014,76,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"," $100,654,149.00 "," $66,954,149.00 "," $33,700,000.00 "
2014,77,Tammy," $100,375,432.00 "," $84,525,432.00 "," $15,850,000.00 "
2014,78,PK," $100,370,104.00 "," $10,616,104.00 "," $89,754,000.00 "
2014,79,The Continent," $100,125,957.00 ",," $100,125,957.00 "
2014,80,The Book of Life," $99,783,556.00 "," $50,151,543.00 "," $49,632,013.00 "
2014,81,Ode to My Father," $99,085,291.00 "," $2,300,121.00 "," $96,785,170.00 "
2014,82,Fleet of Time," $94,244,191.00 "," $569,280.00 "," $93,674,911.00 "
2014,83,The Man from Macau," $93,864,936.00 ",," $93,864,936.00 "
2014,84,Paranormal Activity: The Marked Ones," $90,894,962.00 "," $32,462,372.00 "," $58,432,590.00 "
2014,85,The Hundred-Foot Journey," $89,514,453.00 "," $54,240,821.00 "," $35,273,632.00 "
2014,86,Deliver Us from Evil," $87,937,815.00 "," $30,577,122.00 "," $57,360,693.00 "
2014,87,A Million Ways to Die in the West," $87,189,756.00 "," $43,139,300.00 "," $44,050,456.00 "
2014,88,Step Up All In," $86,165,646.00 "," $14,904,384.00 "," $71,261,262.00 "
2014,89,John Wick," $86,013,056.00 "," $43,037,835.00 "," $42,975,221.00 "
2014,90,The Judge," $84,419,388.00 "," $47,119,388.00 "," $37,300,000.00 "
2014,91,Tiny Times 3.0," $82,320,000.00 ",," $82,320,000.00 "
2014,92,Gone with the Bullets," $81,387,479.00 ",," $81,387,479.00 "
2014,93,Muppets Most Wanted," $80,383,113.00 "," $51,183,113.00 "," $29,200,000.00 "
2014,94,Spanish Affair," $78,768,613.00 ",," $78,768,613.00 "
2014,95,If I Stay," $78,274,843.00 "," $50,474,843.00 "," $27,800,000.00 "
2014,96,Head Full of Honey," $78,127,384.00 ",," $78,127,384.00 "
2014,97,"I, Frankenstein"," $76,801,179.00 "," $19,075,290.00 "," $57,725,889.00 "
2014,98,Crimson Peak," $74,679,822.00 "," $31,090,320.00 "," $43,589,502.00 "
2014,99,My Old Classmate," $73,052,128.00 ",," $73,052,128.00 "
2014,100,The Bélier Family," $72,751,538.00 ",," $72,751,538.00 "
2014,101,Brick Mansions," $71,416,730.00 "," $20,396,829.00 "," $51,019,901.00 "
2014,102,Son of God," $70,829,270.00 "," $59,700,064.00 "," $11,129,206.00 "
2014,103,Think Like a Man Too," $70,181,428.00 "," $65,182,182.00 "," $4,999,246.00 "
2014,104,Jersey Boys," $67,647,013.00 "," $47,047,013.00 "," $20,600,000.00 "
2014,105,The Giver," $66,980,456.00 "," $45,090,374.00 "," $21,890,082.00 "
2014,106,Selma," $66,787,908.00 "," $52,076,908.00 "," $14,711,000.00 "
2014,107,Beijing Love Story," $65,842,375.00 "," $428,318.00 "," $65,414,057.00 "
2014,108,The House That Never Dies," $65,220,000.00 ",," $65,220,000.00 "
2014,109,The Pirates," $64,858,224.00 "," $415,775.00 "," $64,442,449.00 "
2014,110,God's Not Dead," $64,667,874.00 "," $60,755,732.00 "," $3,912,142.00 "
2014,111,The Pirate Fairy," $63,998,725.00 ",," $63,998,725.00 "
2014,112,The Inbetweeners 2," $63,852,235.00 ",," $63,852,235.00 "
2014,113,Begin Again," $63,464,861.00 "," $16,170,632.00 "," $47,294,229.00 "
2014,114,The White Haired Witch of Lunar Kingdom," $62,515,046.00 ",," $62,515,046.00 "
2014,115,The Walk," $61,181,942.00 "," $10,137,502.00 "," $51,044,440.00 "
2014,116,Miss Granny," $58,940,254.00 ",," $58,940,254.00 "
2014,117,A Walk Among the Tombstones," $58,834,384.00 "," $26,307,600.00 "," $32,526,784.00 "
2014,118,Dolphin Tale 2," $57,824,533.00 "," $42,024,533.00 "," $15,800,000.00 "
2014,119,St. Vincent," $54,837,234.00 "," $44,137,712.00 "," $10,699,522.00 "
2014,120,No Good Deed," $54,323,210.00 "," $52,543,632.00 "," $1,779,578.00 "
2014,121,Overheard 3," $53,493,428.00 ",," $53,493,428.00 "
2014,122,Supercondriaque," $53,425,036.00 ",," $53,425,036.00 "
2014,123,3 Days to Kill," $53,260,230.00 "," $30,697,999.00 "," $22,562,231.00 "
2014,124,Rurouni Kenshin Part II: Kyoto Inferno," $52,696,176.00 ",," $52,696,176.00 "
2014,125,Wild," $52,501,541.00 "," $37,880,356.00 "," $14,621,185.00 "
2014,126,Magic in the Moonlight," $51,029,361.00 "," $10,539,326.00 "," $40,490,035.00 "
2014,127,About Last Night," $50,445,860.00 "," $48,637,684.00 "," $1,808,176.00 "
2014,128,Dearest 2014 Re-release," $50,000,583.00 ",," $50,000,583.00 "
2014,129,Whiplash," $48,982,041.00 "," $13,092,000.00 "," $35,890,041.00 "
2014,130,Chef," $48,428,048.00 "," $31,424,003.00 "," $17,004,045.00 "
2014,131,Boyhood," $48,137,666.00 "," $25,352,281.00 "," $22,785,385.00 "
2014,132,Coming Home," $47,587,984.00 "," $377,607.00 "," $47,210,377.00 "
2014,133,Beauty and the Beast," $47,430,624.00 ",," $47,430,624.00 "
2014,134,Nightcrawler," $47,426,517.00 "," $32,381,217.00 "," $15,045,300.00 "
2014,135,Earth to Echo," $45,681,062.00 "," $38,934,842.00 "," $6,746,220.00 "
2014,136,That Awkward Moment," $45,640,143.00 "," $26,068,955.00 "," $19,571,188.00 "
2014,137,Love on the Cloud," $45,386,560.00 "," $271,734.00 "," $45,114,826.00 "
2014,138,Oculus," $44,446,287.00 "," $27,695,246.00 "," $16,751,041.00 "
2014,139,The Great Hypnotist," $44,077,818.00 ",," $44,077,818.00 "
2014,140,Kick," $43,996,483.00 "," $2,472,695.00 "," $41,523,788.00 "
2014,141,Asterix and Obelix: Mansion of the Gods," $42,830,578.00 ",," $42,830,578.00 "
2014,142,Thermae Romae II," $42,473,163.00 ",," $42,473,163.00 "
2014,143,Bang Bang," $42,045,981.00 "," $2,546,172.00 "," $39,499,809.00 "
2014,144,Detective Conan: The Sniper from Another Dimension," $42,028,116.00 ",," $42,028,116.00 "
2014,145,Rurouni Kenshin: The Legend Ends," $41,900,000.00 ",," $41,900,000.00 "
2014,146,"As Above, So Below"," $41,898,409.00 "," $21,321,100.00 "," $20,577,309.00 "
2014,147,This Is Where I Leave You," $41,296,320.00 "," $34,296,320.00 "," $7,000,000.00 "
2014,148,Boonie Bears: To the Rescue," $40,163,675.00 ",," $40,163,675.00 "
2014,149,The November Man," $39,661,919.00 "," $25,018,119.00 "," $14,643,800.00 "
2014,150,Recep Ivedik 4," $39,477,906.00 ",," $39,477,906.00 "
2014,151,Sin City: A Dame to Kill For," $39,407,616.00 "," $13,757,804.00 "," $25,649,812.00 "
2014,152,The Gambler," $39,280,992.00 "," $33,680,992.00 "," $5,600,000.00 "
2014,153,Samba," $39,178,695.00 "," $151,530.00 "," $39,027,165.00 "
2014,154,Women Who Flirt," $39,156,132.00 "," $375,495.00 "," $38,780,637.00 "
2014,155,Forbidden Empire 2014 Re-release," $38,885,962.00 ",," $38,885,962.00 "
2014,156,The Best of Me," $38,609,668.00 "," $26,766,213.00 "," $11,843,455.00 "
2014,157,Million Dollar Arm," $38,483,455.00 "," $36,457,627.00 "," $2,025,828.00 "
2014,158,The Water Diviner," $38,176,317.00 "," $4,196,641.00 "," $33,979,676.00 "
2014,159,But Always," $38,039,248.00 "," $430,760.00 "," $37,608,488.00 "
2014,160,Devil's Due," $36,921,560.00 "," $15,821,461.00 "," $21,100,099.00 "
2014,161,A Most Wanted Man," $36,233,517.00 "," $17,237,855.00 "," $18,995,662.00 "
2014,162,Kundo: Age of the Rampant," $35,941,291.00 "," $280,958.00 "," $35,660,333.00 "
2014,163,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release," $35,861,856.00 ",," $35,861,856.00 "
2014,164,When Marnie Was There," $34,949,567.00 "," $561,085.00 "," $34,388,482.00 "
2014,165,Endless Love," $34,718,173.00 "," $23,438,250.00 "," $11,279,923.00 "
2014,166,Black & White: The Dawn of Justice," $34,146,896.00 ",," $34,146,896.00 "
2014,167,"My Love, Don't Cross That River"," $34,012,261.00 ",," $34,012,261.00 "
2014,168,Don't Go Breaking My Heart 2," $33,801,759.00 ",," $33,801,759.00 "
2014,169,Get on Up," $33,448,971.00 "," $30,703,100.00 "," $2,745,871.00 "
2014,170,Girls," $33,325,338.00 ",," $33,325,338.00 "
2014,171,The Crossing," $32,806,475.00 ",," $32,806,475.00 "
2014,172,Old Boys: The Way of the Dragon," $32,800,000.00 ",," $32,800,000.00 "
2014,173,Tinker Bell and the Legend of the NeverBeast," $31,836,701.00 ",," $31,836,701.00 "
2014,174,The Four 3," $31,521,335.00 ",," $31,521,335.00 "
2014,175,Wild Tales," $31,478,893.00 "," $3,106,530.00 "," $28,372,363.00 "
2014,176,Tazza: The Hidden Card," $31,278,476.00 "," $251,555.00 "," $31,026,921.00 "
2014,177,Mrs. Brown's Boys D'Movie," $31,116,264.00 ",," $31,116,264.00 "
2014,178,Rise of the Legend," $30,932,534.00 ",," $30,932,534.00 "
2014,179,Winter's Tale," $30,800,231.00 "," $12,600,231.00 "," $18,200,000.00 "
2014,180,When the Game Stands Tall," $30,138,754.00 "," $30,127,963.00 "," $10,791.00 "
2014,181,Draft Day," $29,824,199.00 "," $28,842,237.00 "," $981,962.00 "
2014,182,Big Eyes," $29,253,166.00 "," $14,482,031.00 "," $14,771,135.00 "
2014,183,The Fatal Encounter," $29,060,186.00 ",," $29,060,186.00 "
2014,184,Maya the Bee Movie," $28,638,603.00 ",," $28,638,603.00 "
2014,185,Pokémon the Movie: Diancie and the Cocoon of Destruction," $28,595,105.00 ",," $28,595,105.00 "
2014,186,The Divine Move," $27,926,871.00 "," $136,707.00 "," $27,790,164.00 "
2014,187,Nicholas on Holiday," $27,567,832.00 ",," $27,567,832.00 "
2014,188,Grace of Monaco," $27,515,247.00 ",," $27,515,247.00 "
2014,189,Left Behind," $27,405,896.00 "," $14,019,924.00 "," $13,385,972.00 "
2014,190,Joy of Fatherhood," $27,088,817.00 ",," $27,088,817.00 "
2014,191,A Hard Day," $26,488,847.00 "," $19,004.00 "," $26,469,843.00 "
2014,192,Top Five," $26,117,471.00 "," $25,317,471.00 "," $800,000.00 "
2014,193,Iceman," $26,033,917.00 "," $7,679.00 "," $26,026,238.00 "
2014,194,Meet Miss Anxiety," $25,948,636.00 ",," $25,948,636.00 "
2014,195,"Love, Rosie"," $25,574,387.00 "," $20,431.00 "," $25,553,956.00 "
2014,196,A Haunted House 2," $25,358,716.00 "," $17,329,486.00 "," $8,029,230.00 "
2014,197,And So It Goes," $25,312,387.00 "," $15,160,801.00 "," $10,151,586.00 "
2014,198,Kung Fu Jungle," $24,070,765.00 "," $129,784.00 "," $23,940,981.00 "
2014,199,Hot Road," $22,916,313.00 ",," $22,916,313.00 "
2014,200,Fading Gigolo," $22,706,304.00 "," $3,769,873.00 "," $18,936,431.00 "
2015,1,Star Wars: Episode VII - The Force Awakens," $2,068,223,624.00 "," $936,662,225.00 "," $1,131,561,399.00 "
2015,2,Jurassic World," $1,670,400,637.00 "," $652,270,625.00 "," $1,018,130,012.00 "
2015,3,Furious 7," $1,515,047,671.00 "," $353,007,020.00 "," $1,162,040,651.00 "
2015,4,Avengers: Age of Ultron," $1,402,805,868.00 "," $459,005,868.00 "," $943,800,000.00 "
2015,5,Minions," $1,159,398,397.00 "," $336,045,770.00 "," $823,352,627.00 "
2015,6,Spectre," $880,674,609.00 "," $200,074,609.00 "," $680,600,000.00 "
2015,7,Inside Out," $857,611,174.00 "," $356,461,711.00 "," $501,149,463.00 "
2015,8,Mission: Impossible - Rogue Nation," $682,714,267.00 "," $195,042,377.00 "," $487,671,890.00 "
2015,9,The Hunger Games: Mockingjay - Part 2," $653,428,261.00 "," $281,723,902.00 "," $371,704,359.00 "
2015,10,The Martian," $630,161,890.00 "," $228,433,663.00 "," $401,728,227.00 "
2015,11,Fifty Shades of Grey," $569,651,467.00 "," $166,167,230.00 "," $403,484,237.00 "
2015,12,Cinderella," $542,351,353.00 "," $201,151,353.00 "," $341,200,000.00 "
2015,13,The Revenant," $532,950,503.00 "," $183,637,894.00 "," $349,312,609.00 "
2015,14,Ant-Man," $519,311,965.00 "," $180,202,163.00 "," $339,109,802.00 "
2015,15,Hotel Transylvania 2," $474,800,000.00 "," $169,700,110.00 "," $305,099,890.00 "
2015,16,San Andreas," $473,990,832.00 "," $155,190,832.00 "," $318,800,000.00 "
2015,17,Terminator Genisys," $440,603,537.00 "," $89,760,956.00 "," $350,842,581.00 "
2015,18,Kingsman: The Secret Service," $414,351,546.00 "," $128,261,724.00 "," $286,089,822.00 "
2015,19,Monster Hunt," $387,053,506.00 "," $32,766.00 "," $387,020,740.00 "
2015,20,Home," $386,041,607.00 "," $177,397,510.00 "," $208,644,097.00 "
2015,21,Mad Max: Fury Road," $374,736,354.00 "," $153,636,354.00 "," $221,100,000.00 "
2015,22,The Good Dinosaur," $332,207,671.00 "," $123,087,120.00 "," $209,120,551.00 "
2015,23,Taken 3," $326,479,141.00 "," $89,256,424.00 "," $237,222,717.00 "
2015,24,The SpongeBob Movie: Sponge Out of Water," $325,186,032.00 "," $162,994,032.00 "," $162,192,000.00 "
2015,25,Maze Runner: The Scorch Trials," $312,296,056.00 "," $81,697,192.00 "," $230,598,864.00 "
2015,26,The Divergent Series: Insurgent," $297,002,527.00 "," $130,179,072.00 "," $166,823,455.00 "
2015,27,Pitch Perfect 2," $287,144,079.00 "," $184,296,230.00 "," $102,847,849.00 "
2015,28,Mojin: The Lost Legend," $259,368,448.00 "," $1,243,810.00 "," $258,124,638.00 "
2015,29,Lost in Hong Kong," $256,283,912.00 "," $1,302,281.00 "," $254,981,631.00 "
2015,30,The Peanuts Movie," $246,233,113.00 "," $130,178,411.00 "," $116,054,702.00 "
2015,31,Pixels," $244,874,809.00 "," $78,747,585.00 "," $166,127,224.00 "
2015,32,Daddy's Home," $242,786,137.00 "," $150,357,137.00 "," $92,429,000.00 "
2015,33,Spy," $235,666,219.00 "," $110,825,712.00 "," $124,840,507.00 "
2015,34,Alvin and the Chipmunks: The Road Chip," $234,798,636.00 "," $85,886,987.00 "," $148,911,649.00 "
2015,35,Goodbye Mr. Loser," $228,122,928.00 "," $1,293,626.00 "," $226,829,302.00 "
2015,36,Ted 2," $215,863,606.00 "," $81,476,385.00 "," $134,387,221.00 "
2015,37,Tomorrowland," $209,035,668.00 "," $93,436,322.00 "," $115,599,346.00 "
2015,38,Everest," $203,427,584.00 "," $43,482,270.00 "," $159,945,314.00 "
2015,39,Straight Outta Compton," $201,634,991.00 "," $161,197,785.00 "," $40,437,206.00 "
2015,40,The Intern," $194,564,672.00 "," $75,764,672.00 "," $118,800,000.00 "
2015,41,Jian Bing Man," $186,683,536.00 ",," $186,683,536.00 "
2015,42,Jupiter Ascending," $183,887,723.00 "," $47,387,723.00 "," $136,500,000.00 "
2015,43,Creed," $173,567,581.00 "," $109,767,581.00 "," $63,800,000.00 "
2015,44,Fantastic Four," $167,882,881.00 "," $56,117,548.00 "," $111,765,333.00 "
2015,45,Bridge of Spies," $165,478,348.00 "," $72,313,754.00 "," $93,164,594.00 "
2015,46,From Vegas to Macau II," $163,877,532.00 ",," $163,877,532.00 "
2015,47,Focus," $158,762,963.00 "," $53,862,963.00 "," $104,900,000.00 "
2015,48,Goosebumps," $158,260,952.00 "," $80,080,379.00 "," $78,180,573.00 "
2015,49,Ip Man 3," $156,954,938.00 "," $2,679,437.00 "," $154,275,501.00 "
2015,50,The Hateful Eight," $155,760,117.00 "," $54,117,416.00 "," $101,642,701.00 "
2015,51,Monkey King: Hero Is Back," $153,262,397.00 ",," $153,262,397.00 "
2015,52,Gods of Egypt," $150,680,864.00 "," $31,153,464.00 "," $119,527,400.00 "
2015,53,The Last Witch Hunter," $146,936,910.00 "," $27,367,660.00 "," $119,569,250.00 "
2015,54,Trainwreck," $140,795,793.00 "," $110,212,700.00 "," $30,583,093.00 "
2015,55,Mr. Six," $139,191,345.00 "," $1,415,450.00 "," $137,775,895.00 "
2015,56,Point Break," $133,718,711.00 "," $28,782,481.00 "," $104,936,230.00 "
2015,57,The Big Short," $133,440,870.00 "," $70,259,870.00 "," $63,181,000.00 "
2015,58,Pan," $128,388,320.00 "," $35,088,320.00 "," $93,300,000.00 "
2015,59,Detective Chinatown," $125,842,935.00 "," $474,252.00 "," $125,368,683.00 "
2015,60,Wolf Totem," $125,837,070.00 "," $210,591.00 "," $125,626,479.00 "
2015,61,Ride Along 2," $124,605,297.00 "," $91,221,830.00 "," $33,383,467.00 "
2015,62,Dragon Blade," $122,593,849.00 "," $74,068.00 "," $122,519,781.00 "
2015,63,Magic Mike XXL," $117,813,057.00 "," $66,013,057.00 "," $51,800,000.00 "
2015,64,Insidious: Chapter 3," $112,983,889.00 "," $52,218,558.00 "," $60,765,331.00 "
2015,65,Get Hard," $111,711,453.00 "," $90,411,453.00 "," $21,300,000.00 "
2015,66,The 5th Wave," $109,906,372.00 "," $34,916,787.00 "," $74,989,585.00 "
2015,67,Paul Blart: Mall Cop 2," $107,588,225.00 "," $71,038,190.00 "," $36,550,035.00 "
2015,68,Vacation," $107,228,221.00 "," $58,884,188.00 "," $48,344,033.00 "
2015,69,The Man from U.N.C.L.E.," $107,045,109.00 "," $45,445,109.00 "," $61,600,000.00 "
2015,70,Chronicles of the Ghostly Tribe," $106,380,000.00 ",," $106,380,000.00 "
2015,71,Shaun the Sheep Movie," $106,209,378.00 "," $19,375,982.00 "," $86,833,396.00 "
2015,72,Sisters," $105,011,053.00 "," $87,044,645.00 "," $17,966,408.00 "
2015,73,Chappie," $102,811,889.00 "," $31,569,268.00 "," $71,242,621.00 "
2015,74,Joy," $101,134,059.00 "," $56,451,232.00 "," $44,682,827.00 "
2015,75,Black Mass," $99,775,678.00 "," $62,575,678.00 "," $37,200,000.00 "
2015,76,Spotlight," $98,690,254.00 "," $45,055,776.00 "," $53,634,478.00 "
2015,77,Devil and Angel," $98,599,942.00 "," $131,058.00 "," $98,468,884.00 "
2015,78,The Visit," $98,450,062.00 "," $65,206,105.00 "," $33,243,957.00 "
2015,79,The Little Prince," $97,571,250.00 "," $1,339,152.00 "," $96,232,098.00 "
2015,80,Assassination," $96,119,773.00 "," $1,904,682.00 "," $94,215,091.00 "
2015,81,Poltergeist," $95,437,994.00 "," $47,425,125.00 "," $48,012,869.00 "
2015,82,Veteran," $94,393,020.00 "," $1,200,627.00 "," $93,192,393.00 "
2015,83,In the Heart of the Sea," $93,920,758.00 "," $25,020,758.00 "," $68,900,000.00 "
2015,84,Kill Zone 2," $93,638,358.00 "," $11,998.00 "," $93,626,360.00 "
2015,85,Southpaw," $91,970,827.00 "," $52,421,953.00 "," $39,548,874.00 "
2015,86,The Second Best Exotic Marigold Hotel," $85,978,266.00 "," $33,078,266.00 "," $52,900,000.00 "
2015,87,Paper Towns," $85,512,300.00 "," $32,000,304.00 "," $53,511,996.00 "
2015,88,Sicario," $84,872,444.00 "," $46,889,293.00 "," $37,983,151.00 "
2015,89,Our Times," $83,867,493.00 ",," $83,867,493.00 "
2015,90,Suck Me Shakespeer 2," $83,027,924.00 ",," $83,027,924.00 "
2015,91,Hitman: Agent 47," $82,347,656.00 "," $22,467,450.00 "," $59,880,206.00 "
2015,92,Wolf Warrior," $81,411,331.00 ",," $81,411,331.00 "
2015,93,Go Away Mr. Tumor," $80,606,893.00 "," $286,639.00 "," $80,320,254.00 "
2015,94,The Wedding Ringer," $79,799,880.00 "," $64,460,211.00 "," $15,339,669.00 "
2015,95,Paranormal Activity: The Ghost Dimension," $78,903,124.00 "," $18,300,124.00 "," $60,603,000.00 "
2015,96,The Left Ear," $78,015,473.00 ",," $78,015,473.00 "
2015,97,Tiny Times 4.0," $77,750,000.00 ",," $77,750,000.00 "
2015,98,Bajrangi Bhaijaan," $75,547,184.00 "," $8,178,001.00 "," $67,369,183.00 "
2015,99,War Room," $73,267,874.00 "," $67,790,117.00 "," $5,477,757.00 "
2015,100,The Transporter Refueled," $72,629,670.00 "," $16,029,670.00 "," $56,600,000.00 "
2015,101,Run All Night," $71,561,644.00 "," $26,461,644.00 "," $45,100,000.00 "
2015,102,13 Hours," $69,411,370.00 "," $52,853,219.00 "," $16,558,151.00 "
2015,103,Running Man," $68,782,475.00 "," $310,978.00 "," $68,471,497.00 "
2015,104,A Violent Prosecutor," $66,736,633.00 ",," $66,736,633.00 "
2015,105,The Age of Adaline," $65,663,276.00 "," $42,629,776.00 "," $23,033,500.00 "
2015,106,Monk Comes Down the Mountain," $64,455,686.00 ",," $64,455,686.00 "
2015,107,Zhongkui: Snow Girl and the Dark Crystal," $64,325,947.00 "," $165,428.00 "," $64,160,519.00 "
2015,108,The Danish Girl," $64,191,523.00 "," $11,114,018.00 "," $53,077,505.00 "
2015,109,The Boy," $64,188,367.00 "," $35,819,556.00 "," $28,368,811.00 "
2015,110,The Hundred Regiments Offensive," $63,230,000.00 ",," $63,230,000.00 "
2015,111,The Longest Ride," $62,944,815.00 "," $37,446,117.00 "," $25,498,698.00 "
2015,112,Unfriended," $62,882,090.00 "," $32,482,090.00 "," $30,400,000.00 "
2015,113,Brooklyn," $62,076,141.00 "," $38,322,743.00 "," $23,753,398.00 "
2015,114,"Dragon Ball Z: Resurrection ""F"""," $61,768,190.00 "," $8,008,363.00 "," $53,759,827.00 "
2015,115,Woman in Gold," $61,619,773.00 "," $33,307,793.00 "," $28,311,980.00 "
2015,116,Krampus," $61,548,707.00 "," $42,725,475.00 "," $18,823,232.00 "
2015,117,The Perfect Guy," $60,273,173.00 "," $57,027,435.00 "," $3,245,738.00 "
2015,118,Forever Young," $59,981,902.00 "," $149,761.00 "," $59,832,141.00 "
2015,119,Miss Granny," $59,396,311.00 "," $234,573.00 "," $59,161,738.00 "
2015,120,The Gift," $58,978,653.00 "," $43,787,265.00 "," $15,191,388.00 "
2015,121,You Are My Sunshine," $56,640,000.00 ",," $56,640,000.00 "
2015,122,No Escape," $54,418,872.00 "," $27,288,872.00 "," $27,130,000.00 "
2015,123,Sinister 2," $53,329,150.00 "," $27,740,955.00 "," $25,588,195.00 "
2015,124,Detective Conan: Sunflowers of Inferno," $52,920,296.00 ",," $52,920,296.00 "
2015,125,Prem Ratan Dhan Payo," $52,715,771.00 "," $4,364,639.00 "," $48,351,132.00 "
2015,126,The Boy Next Door," $52,425,855.00 "," $35,423,380.00 "," $17,002,475.00 "
2015,127,The Night Before," $52,395,996.00 "," $43,047,372.00 "," $9,348,624.00 "
2015,128,Hollywood Adventures," $52,265,070.00 ",," $52,265,070.00 "
2015,129,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!"," $51,838,845.00 "," $257,343.00 "," $51,581,502.00 "
2015,130,Hot Pursuit," $51,380,201.00 "," $34,580,201.00 "," $16,800,000.00 "
2015,131,The Himalayas," $50,544,493.00 "," $696,717.00 "," $49,847,776.00 "
2015,132,The Boy and the Beast," $49,714,378.00 "," $490,643.00 "," $49,223,735.00 "
2015,133,Surprise," $49,567,466.00 ",," $49,567,466.00 "
2015,134,Entourage," $49,263,404.00 "," $32,363,404.00 "," $16,900,000.00 "
2015,135,The Woman in Black 2: Angel of Death," $48,854,305.00 "," $26,501,323.00 "," $22,352,982.00 "
2015,136,Concussion," $48,623,572.00 "," $34,542,474.00 "," $14,081,098.00 "
2015,137,Inside Men," $47,616,503.00 ",," $47,616,503.00 "
2015,138,The Dead End," $47,600,000.00 ",," $47,600,000.00 "
2015,139,Boonie Bears: A Mystical Winter," $47,581,416.00 ",," $47,581,416.00 "
2015,140,Mortdecai," $47,275,695.00 "," $7,696,134.00 "," $39,579,561.00 "
2015,141,Let's Get Married," $45,972,724.00 "," $462,918.00 "," $45,509,806.00 "
2015,142,Somewhere Only We Know," $45,737,711.00 "," $482,341.00 "," $45,255,370.00 "
2015,143,"McFarland, USA"," $45,710,059.00 "," $44,482,410.00 "," $1,227,649.00 "
2015,144,Hero," $45,565,534.00 "," $88,675.00 "," $45,476,859.00 "
2015,145,Still Alice," $44,779,195.00 "," $18,754,371.00 "," $26,024,824.00 "
2015,146,Max," $43,967,255.00 "," $42,656,255.00 "," $1,311,000.00 "
2015,147,The DUFF," $43,709,744.00 "," $34,030,343.00 "," $9,679,401.00 "
2015,148,Legend," $42,972,994.00 "," $1,872,994.00 "," $41,100,000.00 "
2015,149,The Gallows," $42,964,410.00 "," $22,764,410.00 "," $20,200,000.00 "
2015,150,Love the Coopers," $42,426,912.00 "," $26,302,731.00 "," $16,124,181.00 "
2015,151,The Throne," $42,165,755.00 ",," $42,165,755.00 "
2015,152,The Lady in the Van," $41,387,687.00 "," $10,021,175.00 "," $31,366,512.00 "
2015,153,Ricki and the Flash," $41,325,328.00 "," $26,822,144.00 "," $14,503,184.00 "
2015,154,Spanish Affair 2," $40,591,862.00 ",," $40,591,862.00 "
2015,155,Carol," $40,272,135.00 "," $12,711,491.00 "," $27,560,644.00 "
2015,156,Northern Limit Line," $40,034,677.00 "," $337,907.00 "," $39,696,770.00 "
2015,157,Ex-Files 2: The Backup Strikes Back," $39,108,291.00 ",," $39,108,291.00 "
2015,158,Criminal," $38,803,993.00 "," $14,708,696.00 "," $24,095,297.00 "
2015,159,Boruto: Naruto the Movie," $38,362,448.00 "," $919,651.00 "," $37,442,797.00 "
2015,160,The Lazarus Effect," $38,356,892.00 "," $25,801,570.00 "," $12,555,322.00 "
2015,161,Helios," $37,938,005.00 ",," $37,938,005.00 "
2015,162,A Walk in the Woods," $37,461,274.00 "," $29,504,281.00 "," $7,956,993.00 "
2015,163,Ex Machina," $36,869,414.00 "," $25,442,958.00 "," $11,426,456.00 "
2015,164,Burnt," $36,606,743.00 "," $13,651,946.00 "," $22,954,797.00 "
2015,165,The Priests," $36,577,134.00 "," $185,093.00 "," $36,392,041.00 "
2015,166,The New Adventures of Aladdin," $35,771,820.00 ",," $35,771,820.00 "
2015,167,Heidi," $35,755,670.00 ",," $35,755,670.00 "
2015,168,Room," $35,401,758.00 "," $14,677,654.00 "," $20,724,104.00 "
2015,169,Lost and Love," $34,930,177.00 "," $188,817.00 "," $34,741,360.00 "
2015,170,Secret in Their Eyes," $34,854,990.00 "," $20,180,155.00 "," $14,674,835.00 "
2015,171,"Dad, Where Are We Going 2"," $34,840,000.00 ",," $34,840,000.00 "
2015,172,Doraemon: Nobita no uchuu eiyuuki," $34,811,747.00 ",," $34,811,747.00 "
